Index,Xg,Yg,Zg
D153,-154.0008,-60.725,-255.3966
E137,-160.6445,-52.196,-253.274
E138,-160.1791,-41.364,-255.2316
E139,-158.178,-30.01,-258.4162
E140,-154.717,-18.408,-262.7218
E141,-153.0148,-7.047,-262.8022
E142,-150.3416,4.588,-264.8601
E143,-147.0954,16.066,-265.8086
E144,-143.8099,27.558,-266.6575
E145,-140.4706,39.024,-267.3666
E146,-136.4278,50.939,-267.067
E147,-132.5688,62.247,-266.71
E148,-128.5535,73.525,-266.0304
E149,-124.1389,84.531,-264.4632
E150,-119.7075,95.689,-262.9306
E151,-115.0824,106.513,-260.8248
E152,-110.2014,117.119,-258.118
E153,-105.2665,127.607,-255.2134
A137,-99.3043,136.681,-253.3264
A155,-93.9822,146.636,-249.3757
A156,-83.5179,149.476,-251.2414
A157,-71.9946,150.96,-254.1357
A158,-60.3451,152.212,-256.6397
A159,-48.3873,153.04,-258.29
A160,-36.4385,153.877,-259.956
A161,-24.5337,154.508,-261.1532
A162,-12.5598,154.666,-261.5505
A163,0,154.884,-261.9184
A164,12.5708,154.801,-261.7804
A165,24.5102,154.36,-260.9032
A166,36.4496,153.923,-260.0351
A167,48.4185,153.138,-258.4565
A168,60.2761,152.038,-256.3461
A169,72.0195,151.013,-254.2235
A170,83.5598,149.551,-251.3673
A171,93.934,146.561,-249.2478
B154,104.3498,143.626,-247.2224
B155,110.6711,135.006,-249.95
B156,117.3995,126.753,-253.5052
B157,122.8548,116.573,-257.3428
B158,128.3552,106.283,-261.1994
B159,133.5133,95.395,-264.0587
B160,138.7187,84.418,-266.9492
B161,142.7383,72.8,-267.4765
B162,147.1998,61.402,-268.829
B163,151.2872,49.156,-269.0036
B164,155.7994,36.995,-269.9053
B165,159.4986,25.199,-269.5562
B166,163.5223,13.379,-269.7161
B167,167.0565,1.325,-268.8386
B168,170.6354,-10.813,-267.9875
B169,173.3372,-22.811,-265.6585
B170,175.3613,-34.703,-262.3
B171,174.9297,-45.75,-258.89
C154,175.0683,-56.883,-256.3397
C155,167.2427,-65.35,-257.0913
C156,159.4225,-73.684,-257.7001
C157,149.9775,-81.441,-259.3241
C158,140.6344,-89.16,-260.9939
C159,130.9874,-96.763,-262.0653
C160,121.1548,-104.127,-262.621
C161,111.5618,-111.474,-263.2689
C162,101.4354,-118.168,-262.4931
C163,91.0977,-125.385,-262.0903
C164,80.7909,-132.578,-261.6861
C165,70.9632,-139.408,-261.1318
C166,61.0034,-145.993,-260.1124
C167,50.8274,-152.31,-258.3882
C168,40.6335,-158.556,-256.55
C169,30.4939,-164.483,-254.1928
C170,20.2988,-170.076,-251.326
C171,10.1613,-173.942,-249.4764
D154,0,-177.325,-246.9371
D155,-10.0921,-172.757,-250.2218
D156,-20.3023,-170.105,-251.3693
D157,-30.4933,-164.479,-254.1873
D158,-40.6066,-158.451,-256.3798
D159,-50.8464,-152.367,-258.4849
D160,-60.9409,-145.844,-259.8459
D161,-71.0095,-139.499,-261.3021
D162,-80.7601,-132.53,-261.5909
D163,-91.009,-125.263,-261.8351
D164,-101.211,-117.907,-261.9123
D165,-110.5623,-110.475,-260.91
D166,-119.8867,-103.037,-259.8722
D167,-129.2483,-95.478,-258.5858
D168,-138.2506,-87.648,-256.5701
D169,-146.9927,-79.82,-254.1633
D170,-155.4786,-71.861,-251.3249
D171,-162.4424,-63.474,-249.7122
E154,-168.7545,-54.831,-247.0949
E155,-168.6105,-44.098,-249.5378
E156,-168.244,-33.294,-251.6543
E157,-165.9164,-21.834,-254.2854
E158,-163.4011,-10.354,-256.6259
E159,-160.5995,1.274,-258.4476
E160,-157.6213,12.897,-259.9829
E161,-154.3677,24.388,-260.8849
E162,-151.1195,35.883,-261.7978
E163,-147.29,47.858,-261.8963
E164,-143.219,59.742,-261.559
E165,-139.3995,71.097,-261.2199
E166,-135.066,82.195,-259.9199
E167,-130.5983,93.312,-258.2935
E168,-126.0599,104.383,-256.5287
E169,-121.3877,115.181,-254.2698
E170,-116.3545,125.625,-251.2486
E171,-110.3939,134.668,-249.3237
A154,-104.3991,143.694,-247.3391
A173,-99.0013,153.537,-243.1671
A174,-88.5692,156.435,-245.1445
A175,-78.1426,159.299,-247.088
A176,-66.5618,160.714,-249.8482
A177,-54.6601,161.667,-251.67
A178,-42.7266,162.561,-253.43
A179,-30.7936,163.396,-255.13
A180,-18.816,163.639,-255.6962
A181,-6.285,163.907,-256.082
A182,6.2943,164.15,-256.461
A183,18.814,163.621,-255.6685
A184,30.7516,163.173,-254.7821
A185,42.7942,162.819,-253.8313
A186,54.6588,161.662,-251.6637
A187,66.4977,160.559,-249.6074
A188,78.203,159.422,-247.2789
A189,88.5753,156.446,-245.1614
A190,98.983,153.508,-243.1222
B172,109.3863,150.558,-241.0927
B173,116.0727,142.392,-244.5244
B174,123.1175,134.441,-248.594
B175,129.5177,125.643,-251.2854
B176,134.9519,115.251,-254.897
B177,139.9876,104.271,-257.4159
B178,145.8604,93.736,-261.4224
B179,150.1796,82.129,-262.6457
B180,154.5365,70.62,-263.755
B181,158.9006,58.451,-264.3295
B182,162.6643,46.042,-263.9308
B183,166.5715,33.71,-263.8174
B184,170.8127,21.964,-264.2562
B185,174.8345,10.001,-264.0425
B186,177.886,-2.113,-262.3496
B187,181.3495,-14.265,-261.2779
B188,184.4877,-26.354,-259.5215
B189,184.3899,-37.572,-256.6149
B190,184.3535,-48.757,-253.8223
C172,183.1195,-59.498,-249.4411
C173,175.6225,-68.069,-250.7082
C174,167.8321,-76.424,-251.4797
C175,160.5029,-84.874,-252.8394
C176,151.1553,-92.636,-254.6334
C177,141.9768,-100.597,-256.6054
C178,132.2276,-108.126,-257.5404
C179,122.4293,-115.48,-258.2425
C180,112.2697,-122.266,-257.6766
C181,102.0052,-129.644,-257.5422
C182,91.4045,-136.517,-256.4948
C183,81.0685,-143.635,-256.0335
C184,71.0273,-150.074,-254.7663
C185,60.978,-156.612,-253.4039
C186,50.8228,-162.979,-251.7628
C187,40.5689,-168.95,-249.5625
C188,30.3985,-174.714,-246.959
C189,20.3208,-178.834,-245.4408
C190,10.1597,-182.533,-243.3391
D172,0,-185.754,-240.6464
D173,-10.1539,-182.429,-243.1996
D174,-20.3307,-178.921,-245.5601
D175,-30.41,-174.78,-247.0521
D176,-40.5595,-168.911,-249.5046
D177,-50.7986,-162.901,-251.6429
D178,-61.0275,-156.739,-253.6099
D179,-71.0295,-150.079,-254.7742
D180,-80.9832,-143.484,-255.7641
D181,-91.3929,-136.5,-256.4621
D182,-101.4629,-128.955,-256.1731
D183,-111.4566,-121.381,-255.8106
D184,-120.8647,-114.005,-254.9423
D185,-130.1854,-106.456,-253.5628
D186,-139.2323,-98.652,-251.6452
D187,-148.2257,-90.841,-249.6983
D188,-156.7655,-82.898,-246.9519
D189,-163.7651,-74.572,-245.3857
D190,-170.8626,-66.224,-243.9132
E172,-178.7406,-58.076,-243.4763
E173,-178.0888,-47.1,-245.1968
E174,-177.059,-36.078,-246.4124
E175,-175.8332,-25.118,-247.3471
E176,-173.322,-13.633,-249.7123
E177,-170.8215,-2.029,-251.9307
E178,-168.0414,9.612,-253.783
E179,-164.7695,21.187,-254.907
E180,-161.407,32.664,-255.6379
E181,-157.8853,44.69,-256.1766
E182,-154.186,56.717,-256.4868
E183,-149.9705,68.534,-255.9619
E184,-145.9148,79.797,-255.187
E185,-141.4431,90.897,-253.5053
E186,-136.883,101.958,-251.707
E187,-132.255,112.947,-249.8031
E188,-127.3914,123.581,-247.16
E189,-121.4108,132.577,-245.1477
E190,-115.4058,141.574,-243.1193
A172,-109.3475,150.504,-241.0071
A192,-103.9053,160.287,-236.7447
A193,-93.5135,163.207,-238.7576
A194,-83.1212,166.118,-240.7589
A195,-72.6797,168.975,-242.6768
A196,-60.8073,170,-244.6262
A197,-48.9522,171.02,-246.5679
A198,-37.0629,171.97,-248.4083
A199,-25.0418,172.336,-249.4061
A200,-12.5252,172.689,-249.9179
A201,0,173.044,-250.4322
A202,12.5309,172.768,-250.0316
A203,25.0288,172.246,-249.2769
A204,37.0611,171.962,-248.3967
A205,48.9672,171.073,-246.6434
A206,60.8038,169.99,-244.6119
A207,72.6535,168.914,-242.5894
A208,83.1425,166.161,-240.8208
A209,93.5163,163.212,-238.7648
A210,103.8958,160.273,-236.7232
B191,114.2042,157.19,-234.4728
B192,121.1672,149.379,-238.3856
B193,128.1972,141.441,-242.3031
B194,134.0845,132.143,-244.0035
B195,141.0774,123.825,-247.6491
B196,146.6854,113.297,-251.1266
B197,151.721,102.234,-253.5857
B198,156.5759,90.992,-255.7193
B199,161.3997,79.656,-257.7706
B200,165.9114,67.534,-258.5592
B201,169.6851,55.134,-258.2081
B202,173.7393,42.841,-258.2904
B203,178.2043,30.565,-258.9461
B204,182.4928,18.658,-259.036
B205,185.9899,6.582,-257.9597
B206,189.6686,-5.568,-257.0956
B207,193.2204,-17.834,-256.0016
B208,194.1235,-29.296,-254.4571
B209,194.0334,-40.576,-251.6186
B210,193.1932,-51.596,-247.8323
C191,192.326,-62.49,-244.0398
C192,183.9754,-70.794,-244.3144
C193,176.6595,-79.35,-245.8196
C194,169.0894,-87.713,-246.8936
C195,161.8464,-96.198,-248.3964
C196,152.5788,-104.153,-250.3047
C197,142.852,-111.716,-251.3646
C198,133.4446,-119.471,-252.9175
C199,123.2999,-126.492,-252.9854
C200,112.9375,-133.887,-252.8288
C201,102.6282,-141.255,-252.6858
C202,91.8203,-147.793,-251.1472
C203,81.106,-154.272,-249.6187
C204,71.0489,-160.803,-248.2417
C205,60.9683,-167.265,-246.7649
C206,50.7932,-173.493,-244.9358
C207,40.4506,-179.109,-242.2521
C208,30.4101,-183.339,-240.8773
C209,20.2949,-187.172,-238.9754
C210,10.1442,-190.582,-236.538
D191,0,-193.931,-234.0324
D192,-10.165,-190.973,-237.0234
D193,-20.29,-187.127,-238.9171
D194,-30.3835,-183.179,-240.6666
D195,-40.4617,-179.158,-242.3184
D196,-50.751,-173.349,-244.732
D197,-60.992,-167.33,-246.8606
D198,-71.0169,-160.731,-248.1299
D199,-81.014,-154.097,-249.3356
D200,-91.522,-147.313,-250.3313
D201,-101.6292,-139.88,-250.2261
D202,-111.673,-132.388,-249.998
D203,-121.6963,-124.847,-249.6951
D204,-130.9235,-117.214,-248.1394
D205,-140.1621,-109.612,-246.6315
D206,-149.3312,-101.936,-244.9771
D207,-157.8548,-93.825,-242.2703
D208,-165.0311,-85.608,-240.9679
D209,-172.4655,-77.466,-239.9838
D210,-179.8873,-69.221,-238.8855
E191,-187.7216,-60.994,-238.1974
E192,-187.4992,-50.075,-240.5278
E193,-186.3478,-38.97,-241.652
E194,-184.9952,-27.919,-242.4917
E195,-183.0303,-16.894,-242.5005
E196,-180.5129,-5.299,-244.6849
E197,-177.7611,6.291,-246.5467
E198,-174.8409,17.876,-248.1747
E199,-171.7738,29.462,-249.602
E200,-168.7019,41.598,-250.8015
E201,-165.7627,53.86,-252.2394
E202,-161.89,65.897,-252.2921
E203,-157.4158,77.69,-251.4079
E204,-152.6708,88.723,-249.3415
E205,-147.7734,99.574,-246.9876
E206,-143.0505,110.489,-244.9034
E207,-138.2249,121.321,-242.6417
E208,-132.4567,130.539,-241.0412
E209,-126.5361,139.608,-239.1634
E210,-120.4421,148.485,-236.959
A191,-114.2154,157.206,-234.498
A212,-108.9605,167.26,-230.4292
A213,-98.5291,170.161,-232.4348
A214,-88.0397,172.97,-234.2994
A215,-77.5764,175.791,-236.157
A216,-66.9348,177.989,-237.3206
A217,-55.0921,179.068,-239.3545
A218,-43.2062,180.135,-241.3441
A219,-31.2316,180.774,-242.7351
A220,-18.8058,181.305,-243.2664
A221,-6.2878,181.743,-243.8837
A222,6.289,181.779,-243.9314
A223,18.8057,181.305,-243.2654
A224,31.2233,180.726,-242.6707
A225,43.2211,180.197,-241.4278
A226,55.0944,179.075,-239.3642
A227,66.9317,177.981,-237.3098
A228,77.5859,175.813,-236.1857
A229,87.9507,172.795,-234.0624
A230,98.3771,169.898,-232.0764
A231,108.7713,166.967,-230.0269
B211,118.9035,163.657,-227.612
B212,125.4137,155.33,-230.4505
B213,132.0948,147.08,-233.6909
B214,138.7929,138.675,-236.8505
B215,145.6988,130.325,-240.2535
B216,152.4096,121.709,-243.4156
B217,158.0145,111.06,-246.7499
B218,163.0687,99.882,-249.14
B219,167.8943,88.529,-251.141
B220,172.9137,76.704,-252.4549
B221,177.1455,64.411,-252.7905
B222,181.0772,51.986,-252.6561
B223,185.1305,39.616,-252.6667
B224,190.0495,27.38,-254.0614
B225,193.2229,15.248,-252.5233
B226,197.3431,3.097,-252.1518
B227,201.0456,-9.162,-251.1683
B228,202.8374,-20.645,-250.584
B229,203.6603,-32.167,-248.9051
B230,203.4923,-43.522,-245.9897
B231,202.7211,-54.63,-242.357
C211,201.9664,-65.622,-238.9417
C212,193.5681,-73.985,-239.2079
C213,185.6179,-82.361,-240.0502
C214,178.3364,-90.962,-241.674
C215,171.091,-99.529,-243.2709
C216,163.8072,-107.972,-244.8492
C217,153.5108,-115.254,-245.2451
C218,144.0672,-123.097,-246.8838
C219,134.8875,-131.163,-248.9447
C220,124.5996,-138.762,-248.8933
C221,113.8587,-145.829,-248.1254
C222,103.4224,-153.223,-247.9207
C223,92.2155,-159.219,-245.5598
C224,81.1483,-164.929,-243.2123
C225,70.9805,-171.259,-241.5309
C226,60.7771,-177.526,-239.7274
C227,50.4417,-183.244,-237.1981
C228,40.5099,-187.553,-235.8273
C229,30.4177,-191.522,-234.1023
C230,20.2967,-195.487,-232.3286
C231,10.1433,-199.018,-230.0323
D211,0,-201.965,-227.2457
D212,-10.1296,-198.75,-229.7228
D213,-20.3005,-195.523,-232.3722
D214,-30.432,-191.613,-234.2129
D215,-40.5244,-187.62,-235.9116
D216,-50.5253,-183.547,-237.5912
D217,-60.7118,-177.336,-239.4699
D218,-70.8588,-170.966,-241.1169
D219,-81.0045,-164.637,-242.7811
D220,-91.4688,-157.93,-243.5714
D221,-101.7196,-150.7,-243.8383
D222,-111.8293,-143.23,-243.7029
D223,-121.926,-135.784,-243.5526
D224,-131.3994,-127.771,-242.5071
D225,-140.7963,-120.303,-241.2786
D226,-149.9671,-112.593,-239.5836
D227,-158.6937,-104.602,-237.2058
D228,-165.9839,-96.558,-236.0092
D229,-173.6864,-88.59,-235.3725
D230,-181.5084,-80.537,-234.7355
D231,-188.7434,-72.141,-233.2457
E211,-196.7448,-63.925,-232.7641
E212,-196.6483,-52.994,-235.0967
E213,-196.0573,-41.932,-237.002
E214,-194.7443,-30.759,-238.0083
E215,-192.6338,-19.607,-237.9785
E216,-190.3598,-8.675,-237.8184
E217,-187.8744,2.949,-240.0533
E218,-185.3263,14.625,-242.2032
E219,-182.7498,26.328,-244.3031
E220,-180.7247,38.673,-246.6537
E221,-177.878,51.068,-248.1921
E222,-174.0183,63.274,-248.3277
E223,-169.3862,75.139,-247.3048
E224,-164.3219,86.645,-245.7973
E225,-159.4043,97.637,-243.5415
E226,-154.1271,108.327,-240.6795
E227,-149.1292,119.089,-238.1765
E228,-143.5307,128.385,-236.6783
E229,-137.5652,137.449,-234.7555
E230,-132.1298,147.119,-233.7527
E231,-126.122,156.207,-231.7519
A211,-119.8801,165.003,-229.4835
A233,-114.6497,175.248,-225.4846
A234,-103.8428,177.617,-226.685
A235,-92.9759,179.811,-227.7693
A236,-82.3514,182.335,-229.2815
A237,-71.7951,184.725,-230.7014
A238,-61.1428,186.83,-231.7677
A239,-49.3134,188.053,-233.936
A240,-37.3897,189.003,-235.7661
A241,-24.9633,189.552,-236.3352
A242,-12.5562,190.104,-236.9068
A243,0,190.607,-237.534
A244,12.5566,190.11,-236.9146
A245,24.9623,189.545,-236.3262
A246,37.385,188.979,-235.7366
A247,49.2813,187.931,-233.784
A248,61.1512,186.855,-231.7994
A249,71.8342,184.825,-230.8271
A250,82.3392,182.308,-229.2475
A251,92.8561,179.579,-227.4758
A252,103.2889,176.67,-225.4758
A253,113.3257,173.225,-222.8814
B232,123.3817,169.821,-220.3379
B233,129.5889,161.138,-222.6446
B234,136.0652,152.784,-225.4113
B235,143.5226,145.249,-229.7605
B236,150.5846,137.053,-233.3451
B237,156.7587,128.028,-235.603
B238,164.119,119.772,-239.5435
B239,169.7411,108.947,-242.7026
B240,174.6435,97.566,-244.8009
B241,179.6545,85.701,-246.0509
B242,183.8953,73.475,-246.2486
B243,188.0148,61.09,-246.3619
B244,191.8958,48.633,-246.1644
B245,196.2618,36.367,-246.736
B246,199.6548,23.842,-246.055
B247,202.1874,11.68,-243.6992
B248,208.0265,-0.44,-245.2634
B249,210.1795,-11.894,-245.0543
B250,211.5395,-23.378,-243.903
B251,212.0161,-34.88,-241.7668
B252,212.282,-46.333,-239.3938
B253,211.8541,-57.532,-236.3684
C232,210.6841,-68.455,-232.5319
C233,203.1307,-77.189,-233.973
C234,195.1982,-85.635,-234.8511
C235,187.4826,-94.12,-236.0455
C236,180.2229,-102.77,-237.7588
C237,173.0728,-111.37,-239.576
C238,164.9171,-119.286,-239.9682
C239,155.2987,-127.137,-241.5077
C240,145.5365,-134.815,-242.763
C241,135.796,-143.086,-243.8492
C242,125.64,-150.911,-244.1791
C243,115.0478,-158.35,-243.9202
C244,103.9339,-164.909,-242.3924
C245,92.513,-170.405,-239.6848
C246,81.3988,-176.083,-237.3841
C247,70.8324,-181.618,-234.576
C248,60.4695,-187.457,-232.2259
C249,50.5581,-191.885,-230.9904
C250,40.5039,-195.695,-229.0224
C251,30.4032,-199.675,-227.2636
C252,20.2617,-203.445,-225.2606
C253,10.1244,-206.507,-222.6173
D232,0,-209.893,-220.3215
D233,-10.1434,-206.896,-223.0366
D234,-20.2613,-203.441,-225.2562
D235,-30.4224,-199.801,-227.4068
D236,-40.4999,-195.676,-229.0002
D237,-50.4591,-191.509,-230.5379
D238,-60.4298,-187.334,-232.0733
D239,-70.6134,-181.057,-233.8508
D240,-80.7893,-174.765,-235.6067
D241,-91.2834,-168.14,-236.499
D242,-101.5596,-161.142,-236.8552
D243,-111.8952,-154.011,-237.2362
D244,-122.0077,-146.548,-237.1198
D245,-131.5928,-138.657,-236.3015
D246,-141.1928,-130.791,-235.5175
D247,-150.4874,-123.198,-234.0255
D248,-159.3272,-115.242,-231.8344
D249,-166.7842,-107.323,-230.871
D250,-174.7522,-99.651,-230.5416
D251,-182.7642,-91.751,-230.105
D252,-190.8199,-83.714,-229.5833
D253,-198.2313,-75.328,-228.3297
E232,-205.398,-66.737,-226.6977
E233,-205.8384,-55.899,-229.6566
E234,-205.23,-44.794,-231.4411
E235,-204.2165,-33.596,-232.8727
E236,-202.6222,-22.392,-233.6214
E237,-200.5798,-11.351,-233.8618
E238,-199.0054,-0.421,-234.6275
E239,-196.2807,11.339,-236.5798
E240,-194.2036,23.191,-239.337
E241,-192.3592,35.643,-241.8296
E242,-189.6134,48.055,-243.2366
E243,-186.1896,60.497,-243.9704
E244,-181.6862,72.592,-243.2905
E245,-176.7197,84.301,-242.0315
E246,-171.2175,95.652,-239.9986
E247,-166.1515,106.643,-237.57
E248,-161.1091,117.575,-235.1504
E249,-155.1029,126.676,-233.1144
E250,-149.3671,135.945,-231.4585
E251,-143.496,145.222,-229.7178
E252,-137.6342,154.546,-228.0105
E253,-131.5027,163.518,-225.9327
A232,-125.3331,172.507,-223.8228
A255,-119.9484,182.647,-219.4978
A256,-109.2942,185.419,-221.2561
A257,-98.6035,187.943,-222.7459
A258,-87.9493,190.661,-224.5024
A259,-77.289,193.049,-225.8815
A260,-66.5086,195.11,-226.9031
A261,-55.448,196.021,-226.6157
A262,-43.4505,196.73,-228.1648
A263,-31.1257,197.804,-229.3264
A264,-18.698,198.381,-229.9406
A265,-6.291,198.801,-230.3987
A266,6.2887,198.727,-230.3126
A267,18.6973,198.374,-229.9319
A268,31.0723,197.465,-228.933
A269,43.4392,196.679,-228.1053
A270,55.479,196.131,-226.7427
A271,66.1852,194.162,-225.8005
A272,76.7749,191.765,-224.3788
A273,87.1172,188.857,-222.3785
A274,97.5901,186.012,-220.4566
A275,107.7889,182.866,-218.2088
A276,117.8916,179.515,-215.7341
B254,127.8213,175.932,-213.0008
B255,134.3227,167.625,-215.7736
B256,140.7459,159.18,-218.4252
B257,148.369,151.952,-222.8882
B258,155.094,143.434,-225.8751
B259,161.8034,134.902,-228.8328
B260,169.6565,127.027,-233.2956
B261,176.1139,117.874,-235.747
B262,181.5519,106.749,-238.5136
B263,186.578,94.831,-239.6988
B264,190.8621,82.532,-239.9588
B265,195.2926,70.358,-240.4535
B266,198.8452,57.723,-239.8442
B267,202.7733,45.384,-239.7835
B268,206.4426,32.91,-239.4179
B269,209.8222,20.372,-238.7394
B270,213.0415,8.205,-237.1698
B271,215.6596,-3.098,-237.4134
B272,218.2349,-14.568,-237.5859
B273,219.6791,-26.052,-236.5315
B274,219.9994,-37.54,-234.2282
B275,221.1138,-49.088,-232.8353
B276,220.8726,-60.398,-230.0151
C254,219.8076,-71.419,-226.3773
C255,212.0118,-80.138,-227.6749
C256,204.4078,-88.807,-229.1023
C257,196.425,-97.149,-229.9853
C258,189.3779,-105.999,-232.0476
C259,182.5423,-114.868,-234.2789
C260,174.7574,-123.171,-235.3448
C261,166.572,-131.104,-235.8114
C262,156.7184,-138.874,-237.1395
C263,147.057,-147.352,-238.4211
C264,137.2333,-155.746,-239.5422
C265,126.816,-163.416,-239.609
C266,116.022,-170.801,-239.1801
C267,104.8597,-177.197,-237.602
C268,93.0908,-182.248,-234.3763
C269,81.5576,-187.163,-231.2114
C270,70.7517,-192.24,-227.878
C271,60.4869,-195.68,-225.4532
C272,50.5225,-199.945,-224.0168
C273,40.5142,-203.924,-222.3024
C274,30.3596,-207.689,-220.2888
C275,20.2486,-210.946,-217.8459
C276,10.1355,-214.436,-215.6442
D254,0,-217.118,-212.6634
D255,-10.1225,-214.161,-215.3673
D256,-20.2469,-210.928,-217.8271
D257,-30.3402,-207.557,-220.148
D258,-40.4781,-203.742,-222.1039
D259,-50.5241,-199.951,-224.0237
D260,-60.3993,-195.397,-225.127
D261,-70.1817,-190.691,-226.0422
D262,-80.3578,-184.41,-227.81
D263,-90.958,-178.073,-229.0065
D264,-101.571,-171.64,-230.1501
D265,-111.7287,-164.481,-230.3294
D266,-121.9116,-157.096,-230.3425
D267,-131.8375,-149.622,-230.1238
D268,-141.4914,-141.775,-229.3977
D269,-150.714,-133.553,-228.0539
D270,-159.8812,-125.838,-226.3394
D271,-167.3563,-117.955,-225.3778
D272,-174.9971,-110.12,-224.5953
D273,-183.4955,-102.707,-224.8399
D274,-191.7012,-94.813,-224.4544
D275,-199.4662,-86.66,-223.5637
D276,-206.8991,-78.205,-222.1845
E254,-213.4814,-69.364,-219.862
E255,-213.1971,-58.3,-222.022
E256,-213.3519,-47.365,-224.662
E257,-212.7946,-36.311,-226.5574
E258,-212.2484,-25.171,-228.5308
E259,-210.812,-14.072,-229.5047
E260,-209.076,-3.003,-230.1657
E261,-207.7514,8.001,-231.2805
E262,-205.0765,19.911,-233.3396
E263,-203.1688,32.388,-235.6212
E264,-200.0654,44.778,-236.5814
E265,-196.6939,57.098,-237.2493
E266,-192.921,69.504,-237.5334
E267,-188.3628,81.451,-236.8166
E268,-183.2712,93.15,-235.4502
E269,-177.6675,104.465,-233.4105
E270,-172.7802,115.643,-231.2844
E271,-167.0102,125.045,-229.6567
E272,-161.279,134.465,-228.0911
E273,-155.2901,143.615,-226.1608
E274,-149.3443,152.951,-224.3533
E275,-143.4326,162.218,-222.5947
E276,-137.287,171.325,-220.5354
A254,-130.6263,179.793,-217.6751
A278,-125.532,190.498,-213.8372
A279,-114.8273,193.335,-215.6992
A280,-104.1233,196.041,-217.4241
A281,-93.7162,199.269,-219.7297
A282,-83.1701,202.262,-221.7734
A283,-72.092,203.875,-222.3065
A284,-61.1455,205.648,-223.0228
A285,-50.0601,206.706,-222.9711
A286,-37.4026,206.731,-222.9978
A287,-24.8219,206.367,-222.6053
A288,-12.4111,206.712,-222.9784
A289,0,206.72,-222.9853
A290,12.415,206.778,-223.049
A291,24.7945,206.139,-222.3593
A292,37.3114,206.227,-222.4543
A293,49.7691,205.505,-221.6749
A294,60.6104,203.848,-221.071
A295,71.1542,201.223,-219.4149
A296,81.4748,198.14,-217.253
A297,91.9985,195.617,-215.7024
A298,102.3009,192.61,-213.6189
A299,112.6899,189.736,-211.6841
A300,121.9964,185.133,-207.8146
B277,132.0839,181.798,-205.3638
B278,138.5734,173.487,-208.1169
B279,146.225,166.489,-212.555
B280,150.9927,156.217,-212.8053
B281,156.7581,147.142,-214.5319
B282,167.4182,142.245,-222.7798
B283,174.2419,133.576,-225.7044
B284,183.0125,126.058,-227.0601
B285,190.6153,117.331,-228.4534
B286,196.5868,105.654,-229.5662
B287,198.3785,91.911,-230.4218
B288,202.2952,79.425,-230.9218
B289,205.8388,66.881,-233.4626
B290,210.1524,54.601,-233.7941
B291,214.3845,42.221,-234.0097
B292,217.6829,29.605,-233.188
B293,220.7655,16.934,-232.1266
B294,223.0866,5.613,-231.9747
B295,225.9521,-5.814,-232.362
B296,228.0635,-17.357,-231.9431
B297,228.7493,-28.847,-230.0621
B298,229.7784,-40.409,-228.5197
B299,229.7859,-51.815,-225.956
B300,229.8179,-63.232,-223.4153
C277,228.7399,-74.322,-219.8002
C278,221.2524,-83.235,-221.5717
C279,213.8539,-92.067,-223.3415
C280,206.5518,-100.857,-225.1464
C281,199.4668,-109.713,-227.1564
C282,192.0543,-118.372,-228.7796
C283,184.3943,-126.854,-230.0881
C284,176.7802,-135.36,-231.4488
C285,168.1349,-143.023,-231.4178
C286,158.6571,-151.852,-233.1135
C287,148.9324,-160.502,-234.4958
C288,138.7934,-168.753,-235.2681
C289,127.9033,-176.044,-234.7252
C290,116.9658,-183.146,-233.9892
C291,105.3995,-189.044,-231.8021
C292,93.3489,-193.577,-228.1179
C293,81.7141,-198.389,-224.9397
C294,71.2514,-201.866,-222.5306
C295,60.9025,-205.262,-220.1076
C296,50.5267,-208.095,-217.1566
C297,40.396,-211.515,-214.8717
C298,30.3247,-215.067,-212.7402
C299,20.2481,-218.576,-210.5667
C300,10.1222,-221.514,-207.8443
D277,0,-224.252,-204.9414
D278,-10.1255,-221.586,-207.9121
D279,-20.2384,-218.471,-210.4655
D280,-30.368,-215.374,-213.0441
D281,-40.3709,-211.383,-214.7381
D282,-50.3381,-207.318,-216.3463
D283,-60.2714,-203.135,-217.8267
D284,-70.2042,-198.899,-219.2601
D285,-80.0035,-194.236,-220.2307
D286,-90.7651,-188.219,-221.8038
D287,-101.3309,-181.747,-222.8541
D288,-111.9547,-175.3,-223.9646
D289,-122.1851,-168.173,-224.2311
D290,-132.4589,-161.051,-224.5305
D291,-141.9884,-153.019,-223.5624
D292,-151.232,-144.746,-222.2037
D293,-160.4888,-136.519,-220.8938
D294,-168.678,-129.156,-220.841
D295,-176.1351,-121.172,-219.7822
D296,-184.7188,-113.851,-220.0414
D297,-192.5823,-105.927,-219.3163
D298,-200.447,-97.876,-218.4919
D299,-207.9174,-89.511,-217.1416
D300,-215.112,-80.925,-215.4225
E277,-221.3925,-71.934,-212.74
E278,-221.3316,-60.897,-215.1654
E279,-221.0694,-49.85,-217.3847
E280,-220.974,-38.861,-219.7635
E281,-221.6572,-27.953,-222.9292
E282,-220.6471,-16.793,-224.4006
E283,-219.2813,-5.643,-225.5019
E284,-217.5234,5.473,-226.1899
E285,-215.7716,16.551,-226.8757
E286,-212.8532,28.948,-228.0143
E287,-210.2492,41.407,-229.4959
E288,-206.3737,53.619,-229.5903
E289,-203.8157,66.224,-231.168
E290,-199.6781,78.398,-230.9812
E291,-195.0049,90.348,-230.1701
E292,-189.5339,101.863,-228.3961
E293,-184.0588,113.295,-226.5899
